T07,"Enrolment in primary, secondary and tertiary education levels",,,,,
Region/Country/Area,,Year,Series,Value,Footnotes,Source
604,Peru,2010,"Gross enrollment ratio - Primary (female)",110.9794,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
604,Peru,2010,"Students enrolled in secondary education (thousands)",2674.593,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
604,Peru,2010,"Gross enrollment ratio - Secondary (male)",94.5014,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
604,Peru,2010,"Gross enrollment ratio - Secondary (female)",94.9088,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
604,Peru,2014,"Students enrolled in primary education (thousands)",3495.614,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
604,Peru,2014,"Gross enrollement ratio - Primary (male)",101.4145,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
604,Peru,2014,"Gross enrollment ratio - Primary (female)",101.427,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
604,Peru,2014,"Students enrolled in secondary education (thousands)",2670.847,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
604,Peru,2014,"Gross enrollment ratio - Secondary (male)",95.734,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
604,Peru,2014,"Gross enrollment ratio - Secondary (female)",95.5008,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
604,Peru,2015,"Students enrolled in primary education (thousands)",3513.439,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
604,Peru,2015,"Gross enrollement ratio - Primary (male)",101.6904,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
604,Peru,2015,"Gross enrollment ratio - Primary (female)",101.7,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
604,Peru,2015,"Students enrolled in secondary education (thousands)",2681.531,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
604,Peru,2015,"Gross enrollment ratio - Secondary (male)",95.7181,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
604,Peru,2015,"Gross enrollment ratio - Secondary (female)",95.7723,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
604,Peru,2016,"Students enrolled in primary education (thousands)",3576.943,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
604,Peru,2016,"Gross enrollement ratio - Primary (male)",102.9698,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
604,Peru,2016,"Gross enrollment ratio - Primary (female)",103.3079,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
604,Peru,2016,"Students enrolled in secondary education (thousands)",2752.717,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
604,Peru,2016,"Gross enrollment ratio - Secondary (male)",98.1614,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
604,Peru,2016,"Gross enrollment ratio - Secondary (female)",97.8611,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
604,Peru,2016,"Students enrolled in tertiary education (thousands)",1929.934,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
604,Peru,2016,"Gross enrollment ratio - Tertiary (male)",65.8076,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
604,Peru,2016,"Gross enrollment ratio - Tertiary (female)",73.6223,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
604,Peru,2018,"Students enrolled in primary education (thousands)",3592.865,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
604,Peru,2018,"Gross enrollement ratio - Primary (male)",102.2685,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
604,Peru,2018,"Gross enrollment ratio - Primary (female)",102.6124,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
604,Peru,2018,"Students enrolled in secondary education (thousands)",2779.973,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
604,Peru,2018,"Gross enrollment ratio - Secondary (male)",98.4716,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
604,Peru,2018,"Gross enrollment ratio - Secondary (female)",98.2605,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
608,Philippines,2005,"Students enrolled in primary education (thousands)",13083.744,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
608,Philippines,2005,"Gross enrollement ratio - Primary (male)",106.4921,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
608,Philippines,2005,"Gross enrollment ratio - Primary (female)",105.3813,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
608,Philippines,2005,"Students enrolled in secondary education (thousands)",6352.482,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
608,Philippines,2005,"Gross enrollment ratio - Secondary (male)",78.2936,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
608,Philippines,2005,"Gross enrollment ratio - Secondary (female)",87.6193,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
608,Philippines,2005,"Students enrolled in tertiary education (thousands)",2402.649,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
608,Philippines,2005,"Gross enrollment ratio - Tertiary (male)",24.7263,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
608,Philippines,2005,"Gross enrollment ratio - Tertiary (female)",30.4075,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
608,Philippines,2009,"Students enrolled in primary education (thousands)",13686.643,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
608,Philippines,2009,"Gross enrollement ratio - Primary (male)",108.6262,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
608,Philippines,2009,"Gross enrollment ratio - Primary (female)",107.5106,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
608,Philippines,2009,"Students enrolled in secondary education (thousands)",6766.952,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
608,Philippines,2009,"Gross enrollment ratio - Secondary (male)",80.9093,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
